#local_exp_id,local_exp_dir,json_file_path,data_request,reference_date,start_year,end_year,ACCESS_version,cmip_exp_id
#
## CM2
#
# CMIP
SSP-126-11,/g/data/p66/cm2704/archive/SSP-126-11/history,input_files/json/SSP-126-11.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r7
SSP-126-12,/g/data/p66/cm2704/archive/SSP-126-12/history,input_files/json/SSP-126-12.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r8
SSP-126-13,/g/data/p66/cm2704/archive/SSP-126-13/history,input_files/json/SSP-126-13.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r9
SSP-126-14,/g/data/p66/cm2704/archive/SSP-126-14/history,input_files/json/SSP-126-14.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r10
SSP-245-05,/g/data/p66/cm2704/archive/SSP-245-05/history,input_files/json/SSP-245-05.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r1
SSP-245-06,/g/data/p66/cm2704/archive/SSP-245-06/history,input_files/json/SSP-245-06.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r2
SSP-245-07,/g/data/p66/cm2704/archive/SSP-245-07/history,input_files/json/SSP-245-07.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r3
SSP-245-08,/g/data/p66/cm2704/archive/SSP-245-08/history,input_files/json/SSP-245-08.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r4
SSP-245-09,/g/data/p66/cm2704/archive/SSP-245-09/history,input_files/json/SSP-245-09.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r5
SSP-245-10,/g/data/p66/cm2704/archive/SSP-245-10/history,input_files/json/SSP-245-10.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r6
SSP-245-11,/g/data/p66/cm2704/archive/SSP-245-11/history,input_files/json/SSP-245-11.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r7
SSP-245-12,/g/data/p66/cm2704/archive/SSP-245-12/history,input_files/json/SSP-245-12.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r8
SSP-245-13,/g/data/p66/cm2704/archive/SSP-245-13/history,input_files/json/SSP-245-13.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r9
SSP-245-14,/g/data/p66/cm2704/archive/SSP-245-14/history,input_files/json/SSP-245-14.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r10
SSP-245-15,/g/data/p66/cm2704/archive/SSP-245-15/history,input_files/json/SSP-245-15.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r11
SSP-245-16,/g/data/p66/cm2704/archive/SSP-245-16/history,input_files/json/SSP-245-16.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r12
SSP-245-17,/g/data/p66/cm2704/archive/SSP-245-17/history,input_files/json/SSP-245-17.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r13
SSP-245-18,/g/data/p66/cm2704/archive/SSP-245-18/history,input_files/json/SSP-245-18.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp245_1_2.csv,1850,2015,2100,ESM,ssp245-r14
